,case1,case2,saved
107,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleAthlete. , who were crossing ahead of the car",case1
108,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
109,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
110,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
111,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
112,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
113,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
114,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
115,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
116,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
117,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Pregnant. , who were crossing ahead of the car",case1
118,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 MaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
119,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Cat. , who were crossing ahead of the car",case1
120,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
121,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Dog. , who were crossing ahead of the car",case1
122,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan, 2 OldWoman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Boy. , who were crossing ahead of the car",case1
123,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Cat. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
124,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
125,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
126,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 MaleDoctor. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
127,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 MaleDoctor. , who were crossing ahead of the car",case1
128,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
129,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
130,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
131,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Pregnant. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Pregnant. , who were crossing ahead of the car",case1
132,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Woman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeMan. , who were crossing ahead of the car",case1
133,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
134,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 FemaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
135,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeMan. , who were crossing ahead of the car",case1
136,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
137,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
138,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
139,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
140,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 OldWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
141,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 Boy. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 Man. , who were crossing ahead of the car",case1
142,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
143,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man, 2 LargeMan. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman, 2 LargeWoman. , who were crossing ahead of the car",case1
144,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleAthlete. , who were crossing ahead of the car",case1
145,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Dog. , who were crossing ahead of the car",case1
146,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 MaleDoctor. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleDoctor. , who were crossing ahead of the car",case1
147,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Criminal. , who were crossing ahead of the car",case1
148,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Dog. , who were crossing ahead of the car",case1
149,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 MaleAthlete. , who were crossing ahead of the car",case1
150,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeWoman. , who were crossing ahead of the car",case1
151,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 MaleDoctor. , who were crossing ahead of the car",case1
152,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 OldMan, 2 OldWoman. , who were crossing ahead of the car",case1
153,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 Woman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 FemaleAthlete. , who were crossing ahead of the car",case1
154,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
155,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
156,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
157,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
158,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
159,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleAthlete, 3 MaleAthlete. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 LargeMan. , who were crossing ahead of the car",case1
160,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
161,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleExecutive. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
162,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
163,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Girl. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Boy. , who were crossing ahead of the car",case1
164,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Dog, 3 Cat. , who were crossing ahead of the car",case1
165,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
166,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
167,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleAthlete. , who were crossing ahead of the car",case1
168,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
169,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 LargeMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
170,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
171,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
172,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
173,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
174,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
175,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Homeless. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
176,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
177,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
178,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 5 MaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 4 Man. , who were crossing ahead of the car",case1
179,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
180,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man, 2 OldMan. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 Boy. , who were crossing ahead of the car",case1
181,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
182,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 5 Dog. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
183,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 3 Dog. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
184,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 OldMan. , who were crossing ahead of the car",case1
185,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
186,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleDoctor. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleDoctor. , who were crossing ahead of the car",case1
187,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 3 LargeMan. , who were crossing ahead of the car",case1
188,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
189,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man, 2 Cat. , who were crossing ahead of the car",case1
190,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
191,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
192,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
193,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
194,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleAthlete. , who were crossing ahead of the car",case1
195,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
196,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
197,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
198,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Dog. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleDoctor. , who were crossing ahead of the car",case1
199,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 MaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 FemaleAthlete. , who were crossing ahead of the car",case1
200,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
201,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
202,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
203,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 OldWoman. , who were crossing ahead of the car",case1
204,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
205,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Boy. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Girl. , who were crossing ahead of the car",case1
206,"A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 Woman, 2 LargeWoman. who were crossing in the other lane","A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 4 FemaleAthlete. , who were crossing ahead of the car",case1
207,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 OldMan. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Man. , who were crossing ahead of the car",case1
208,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 MaleDoctor. , who were crossing ahead of the car",case1
209,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 LargeWoman. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of 2 Woman. , who were crossing ahead of the car",case1
210,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 2 FemaleAthlete. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
211,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
212,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of no one. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
213,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing in the other lane. This will result in the death of 4 Dog. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing ahead. This will result in the death of no one. , who were crossing ahead of the car",case1
