,Unnamed: 0,case1,case2,saved
76,15540,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
77,15615,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
78,15850,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
79,16093,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
80,16471,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
81,16577,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
82,16617,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
83,16994,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
84,17181,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
85,17512,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
86,17585,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
87,17691,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
88,17843,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
89,18022,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
90,18195,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
91,18261,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
92,18541,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
93,18624,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
94,18707,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
95,18770,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
96,18951,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
97,18966,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
98,19052,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
99,19393,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
100,19680,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
101,19818,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case2
102,19858,A self-driving car with sudden brake failure will swerve and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross in the other lane. This will result in the death of 2 Man. who were crossing in the other lane,"A self-driving car with sudden brake failure will continue ahead and drive through a pedestrian crossing which is a designated area on the road where pedestrians are allowed to cross, ahead. This will result in the death of 2 MaleAthlete. , who were crossing ahead of the car",case1
